TimeStamp,MELTER.MELTER_CONTROL_BX.Value,MELTER_ML.TEMP_PV_Value,CO2.CO2_GAS_concentration_Value,CO2.CO2_GAS_F.Value,CO2.CO2_GAS_PRESS.Value,SATURATOR1_PH_PV.Value,SATURATOR1_ST_TEMP.Value,SATURATOR1_CALCIUM_F.Value,SATURATOR2_PH_PV.Value,SATURATOR2_ST_TEMP.Value,SATURATOR2_CALCIUM_F.Value,SATURATOR3_PH_PV.Value,SATURATOR3_ST_TEMP.Value,SATURATOR1_RATE_SV.Value,SATURATOR_ML_SUPPLY_F_PV.Value
2021-01-01 20:00:00,63.11157,79.27716,10.24909,117.1211,0.4680996,9.092389,72.1123,1016.85,9.620426,76.94455,802.2193,8.660094,72.12856,0.7,87.67632
2021-01-01 20:15:00,62.92432,76.08672,10.38692,119.896,0.478001,9.098767,72.24279,1015.21,9.444019,77.01573,629.2734,8.657526,72.13398,0.7,88.45636999999999
2021-01-01 20:30:00,64.08195,79.2713,10.05865,117.7587,0.4670806,8.955923,72.97979,1000.958,9.632763,76.86023,829.3159,8.579056,72.26804,0.7,87.58463
2021-01-01 20:45:00,63.415845,78.102045,10.078399999999998,118.50525,0.4735451499999999,8.982405499999999,72.36085499999999,1040.8701,9.545111,76.93727,458.79087485,8.517146,72.197045,0.7,88.003545
2021-01-01 21:00:00,63.754760000000005,77.71956,10.055225,119.1697,0.47262265,9.019788,71.88447500000001,1008.1088,9.546355,76.829745,711.7876,8.525628000000001,72.003615,0.7,88.35917500000001
2021-01-01 21:15:00,63.00248,76.02438,10.01731,120.1537,0.4765859,9.050079,71.73613,999.6482,9.619236,76.66309,420.1029,8.647612,71.85073,0.7,88.26046
2021-01-01 21:30:00,63.39106,78.98807500000001,10.153235,117.69395,0.47260765,8.944291499999999,72.171495,1002.05095,9.4376055,76.78541,951.88865,8.401747499999999,71.805145,0.7,87.989735
2021-01-01 21:45:00,63.73953,77.5635275,10.2143875,118.750925,0.4701341249999999,8.99707325,72.72119749999999,1006.035975,9.53463775,76.700305,814.716575,8.53318925,71.7907575,0.7,87.83175750000001
2021-01-01 22:00:00,64.088,76.13898,10.27554,119.8079,0.4676606,9.049855,73.2709,1010.021,9.63167,76.6152,677.5445,8.664631,71.77637,0.7,87.67378
2021-01-01 22:15:00,63.51964,77.7144,10.293705,118.9644,0.4726004,9.052195,72.73784,1019.9355,9.5495045,76.68005,746.8950500000001,8.575004499999999,71.806855,0.7,88.034395
2021-01-01 22:30:00,63.716165,77.560185,9.9879765,119.26605,0.4712149,9.043229,72.81533,993.77785,9.521907,76.737745,688.6628499999999,8.568437,71.93877499999999,0.7,86.44679
2021-01-01 22:45:00,63.19172,79.05072,10.07041,121.688,0.4747372,9.051702,71.98486,977.0637,9.413385,76.64941,667.0161,8.609126,71.99606,0.7,84.86366
2021-01-01 23:00:00,65.52008,76.37524,10.54713,119.0204,0.4630654,8.898482,73.73833,961.8044,9.606476,76.80378,719.9781,8.345494,71.85842,0.7,82.73309
2021-01-01 23:15:00,65.93771,76.38254,10.6784,121.0717,0.4660845,9.03355,71.99397,966.2923,9.600603,76.72237,680.1023,8.657462,71.83587,0.7,84.05998
2021-01-01 23:30:00,63.711835,77.50837,10.02469,120.0377,0.47236455,9.1100935,72.9248,1014.5275,9.442607,76.79558,701.64825,8.429331999999999,71.94225,0.7,86.36387
