SA,SD,PA,PI,LR,HC,fuel,bus_num,file_index
2,8,426,62,932,3008,19.279,##########kd000064,740_14
10,29,764,65,1688,1006,11.834,##########kd000033,741_11
9,35,595,740,1806,1424,12.5,##########kd000033,741_15
4,9,235,0,990,571,7.52,##########kd000099,742_4
0,3,154,0,0,2018,13.136,##########kd000099,742_15
0,0,134,0,80,1522,10.319,##########kd000099,742_16
1,18,322,0,508,525,5.384,##########kd000004,743_2
0,14,307,178,464,463,6.982,##########kd000004,743_15
12,63,813,355,2763,1793,15.936,##########kd000069,744_7
7,26,355,76,570,1607,13.653,##########kd000108,745_8
2,2,120,0,119,2801,17.94,##########kd000108,745_11
0,0,32,0,0,3727,18.648,##########kd000108,745_13
2,11,339,239,865,663,5.542,##########kd000032,746_4
12,16,1109,533,2696,1987,15.973,##########kd000032,746_7
11,12,808,246,2695,1220,11.109,##########kd000032,746_19
1,2,278,0,1938,660,9.585,##########kd000104,748_3
2,21,784,86,2817,927,14.376,##########kd000090,749_3
1,5,224,0,263,1663,10.042,##########kd000090,749_5
4,21,594,88,564,3533,24.556,##########kd000090,749_14
45,92,957,350,1818,2007,24.588,##########kd000125,750_1
2,8,158,0,149,2241,14.135,##########kd000125,750_6
3,8,225,0,1122,319,5.131,##########kd000125,750_7
2,7,177,63,133,1896,12.781,##########kd000125,750_9
15,34,293,184,678,563,6.069,##########kd000125,750_10
1,0,227,0,154,1996,14.76,##########kd000119,751_7
0,0,63,0,0,1783,12.058,##########kd000119,751_8
0,2,206,0,164,3350,20.172,##########kd000119,751_9
86,38,242,75,1175,2672,19.164,##########kd000048,752_2
4,16,627,0,2475,755,11.633,##########kd000057,753_2
2,14,362,0,204,765,9.082,##########kd000057,753_4
0,4,213,689,810,1824,13.147,##########kd000057,753_6
12,29,430,221,538,2840,19.408,##########kd000057,753_7
0,14,455,0,372,1587,11.727,##########kd000057,753_9
0,1,57,669,748,1379,10.746,##########kd000057,753_12
0,2,82,249,511,1620,8.476,##########kd000057,753_13
2,10,444,0,635,3470,22.715,##########kd000067,754_3
0,0,97,279,354,2482,16.114,##########kd000067,754_4
15,31,570,510,1913,3196,20.832,##########kd000067,754_5
5,19,443,84,686,2018,12.784,##########kd000067,754_7
0,0,35,0,0,1040,5.09,##########kd000067,754_8
7,6,532,389,1467,1592,10.017,##########kd000032,755_2
1,9,496,255,1570,1002,8.219,##########kd000032,755_14
3,10,760,337,1852,1871,13.574,##########kd000032,755_21
17,42,825,429,2759,1451,11.503,##########kd000036,756_6
8,27,852,316,2255,1721,12.405,##########kd000036,756_18
5,23,371,75,1197,1293,7.585,##########kd000036,756_26
0,5,66,0,0,1487,7.036,##########kd000105,757_4
0,1,210,0,87,907,6.809,##########kd000105,757_5
6,2,284,69,691,1116,9.757,##########kd000105,757_6
10,6,370,0,1496,253,5.389,##########kd000105,757_14
14,5,455,228,1276,2050,17.783,##########kd000105,757_16
7,7,635,88,1842,786,9.856,##########kd000030,758_13
0,0,45,0,0,1091,7.068,##########kd000030,758_15
0,1,272,0,209,1299,10.457,##########kd000119,759_5
0,1,60,0,0,1252,7.426,##########kd000119,759_7
0,2,25,0,0,947,6.553,##########kd000119,759_8
1,3,189,0,235,2712,16.984,##########kd000119,759_9
0,8,170,0,0,721,5.801,##########kd000119,759_14
0,0,84,0,0,2497,12.495,##########kd000100,760_6
0,5,89,0,137,2154,9.747,##########kd000100,760_8
1,1,254,0,103,1655,8.526,##########kd000100,760_9
19,41,941,687,3063,2467,22.799,##########kd000100,760_22
0,0,0,0,0,1092,6.735,##########kd000057,761_17
0,0,190,0,0,3100,16.948,##########kd000006,762_3
0,5,269,0,221,3340,19.089,##########kd000006,762_6
2,6,276,0,265,2868,23.649,##########kd000019,763_4
46,66,512,227,959,2499,19.481,##########kd000125,764_7
9,10,201,83,435,2523,17.445,##########kd000125,764_17
0,0,229,0,294,1903,13.913,##########kd000024,765_3
0,0,55,0,0,3316,20.357,##########kd000024,765_4
0,0,25,0,0,4173,23.867,##########kd000024,765_6
16,16,343,144,446,502,6.617,##########kd000024,765_11
3,1,323,270,590,2989,18.782,##########kd000024,765_12
0,1,311,106,552,1281,12.696,##########kd000021,768_6
0,0,59,0,0,1751,11.491,##########kd000021,768_8
0,0,134,0,0,1704,12.443,##########kd000021,768_10
10,9,291,68,377,1548,14.596,##########kd000021,768_15
0,4,95,0,412,842,5.739,##########kd000058,769_3
4,18,274,0,325,1543,12.71,##########kd000058,769_4
11,7,276,175,661,2894,19.453,##########kd000058,769_8
0,2,159,0,102,3662,20.884,##########kd000099,770_14
6,2,317,105,249,3185,19.407,##########kd000099,770_15
1,9,390,0,428,2258,17.857,##########kd000004,771_1
0,6,74,0,0,1567,11.758,##########kd000004,771_2
2,25,262,0,344,1168,8.814,##########kd000004,771_3
3,19,305,201,267,378,6.299,##########kd000004,771_4
2,19,346,87,279,592,5.789,##########kd000004,771_5
4,28,547,61,570,2265,20.741,##########kd000004,771_6
2,19,688,0,1188,2142,20.414,##########kd000004,771_7
2,2,381,0,595,2836,20.123,##########kd000004,771_9
9,26,380,86,1137,914,7.879,##########kd000069,772_4
5,24,401,102,1001,700,7.99,##########kd000069,772_12
6,19,349,170,819,553,5.662,##########kd000069,772_15
14,65,937,637,2924,2080,18.289,##########kd000069,772_16
18,54,906,196,1745,1468,13.339,##########kd000060,773_10
5,20,339,87,700,478,5.933,##########kd000060,773_17
6,16,471,83,898,486,5.199,##########kd000060,773_21
6,20,435,104,1100,702,6.885,##########kd000060,773_22
1,1,270,0,152,1189,9.937,##########kd000008,774_9
7,29,326,425,706,609,7.198,##########kd000008,774_11
0,7,179,0,516,1970,12.679,##########kd000064,775_13
4,16,173,137,347,3547,16.694,##########kd000064,775_14
0,2,146,0,0,1398,8.838,##########kd000023,776_4
0,1,157,0,61,1118,7.462,##########kd000023,776_5
1,7,410,0,0,773,11.236,##########kd000023,776_15
0,1,272,0,209,1299,10.457,##########kd000119,777_5
0,1,60,0,0,1252,7.426,##########kd000119,777_7
0,2,25,0,0,947,6.553,##########kd000119,777_8
1,3,189,0,235,2712,16.984,##########kd000119,777_9
0,8,170,0,0,721,5.801,##########kd000119,777_14
0,4,95,0,412,842,5.739,##########kd000058,778_3
4,18,274,0,325,1543,12.71,##########kd000058,778_4
11,7,276,175,661,2894,19.453,##########kd000058,778_8
7,7,635,88,1842,786,9.856,##########kd000030,779_13
0,0,45,0,0,1091,7.068,##########kd000030,779_15
0,0,190,0,0,3100,16.948,##########kd000006,780_3
0,5,269,0,221,3340,19.089,##########kd000006,780_6
0,7,179,0,516,1970,12.679,##########kd000064,781_13
4,16,173,137,347,3547,16.694,##########kd000064,781_14
9,26,380,86,1137,914,7.879,##########kd000069,782_4
5,24,401,102,1001,700,7.99,##########kd000069,782_12
6,19,349,170,819,553,5.662,##########kd000069,782_15
14,65,937,637,2924,2080,18.289,##########kd000069,782_16
1,1,270,0,152,1189,9.937,##########kd000008,783_9
7,29,326,425,706,609,7.198,##########kd000008,783_11
0,2,159,0,102,3662,20.884,##########kd000099,784_14
6,2,317,105,249,3185,19.407,##########kd000099,784_15
0,0,84,0,0,2497,12.495,##########kd000100,785_6
0,5,89,0,137,2154,9.747,##########kd000100,785_8
1,1,254,0,103,1655,8.526,##########kd000100,785_9
19,41,941,687,3063,2467,22.799,##########kd000100,785_22
2,6,276,0,265,2868,23.649,##########kd000019,786_4
2,10,444,0,635,3470,22.715,##########kd000067,787_3
0,0,97,279,354,2482,16.114,##########kd000067,787_4
15,31,570,510,1913,3196,20.832,##########kd000067,787_5
5,19,443,84,686,2018,12.784,##########kd000067,787_7
0,0,35,0,0,1040,5.09,##########kd000067,787_8
0,0,229,0,294,1903,13.913,##########kd000024,788_3
0,0,55,0,0,3316,20.357,##########kd000024,788_4
0,0,25,0,0,4173,23.867,##########kd000024,788_6
16,16,343,144,446,502,6.617,##########kd000024,788_11
3,1,323,270,590,2989,18.782,##########kd000024,788_12
0,1,311,106,552,1281,12.696,##########kd000021,791_6
0,0,59,0,0,1751,11.491,##########kd000021,791_8
0,0,134,0,0,1704,12.443,##########kd000021,791_10
10,9,291,68,377,1548,14.596,##########kd000021,791_15
0,0,0,0,0,1092,6.735,##########kd000057,792_17
46,66,512,227,959,2499,19.481,##########kd000125,793_7
9,10,201,83,435,2523,17.445,##########kd000125,793_17
0,2,146,0,0,1398,8.838,##########kd000023,794_4
0,1,157,0,61,1118,7.462,##########kd000023,794_5
1,7,410,0,0,773,11.236,##########kd000023,794_15
1,9,390,0,428,2258,17.857,##########kd000004,795_1
0,6,74,0,0,1567,11.758,##########kd000004,795_2
2,25,262,0,344,1168,8.814,##########kd000004,795_3
3,19,305,201,267,378,6.299,##########kd000004,795_4
2,19,346,87,279,592,5.789,##########kd000004,795_5
4,28,547,61,570,2265,20.741,##########kd000004,795_6
2,19,688,0,1188,2142,20.414,##########kd000004,795_7
2,2,381,0,595,2836,20.123,##########kd000004,795_9
17,42,825,429,2759,1451,11.503,##########kd000036,796_6
8,27,852,316,2255,1721,12.405,##########kd000036,796_18
5,23,371,75,1197,1293,7.585,##########kd000036,796_26
18,54,906,196,1745,1468,13.339,##########kd000060,797_10
5,20,339,87,700,478,5.933,##########kd000060,797_17
6,16,471,83,898,486,5.199,##########kd000060,797_21
6,20,435,104,1100,702,6.885,##########kd000060,797_22
0,5,66,0,0,1487,7.036,##########kd000105,798_4
0,1,210,0,87,907,6.809,##########kd000105,798_5
6,2,284,69,691,1116,9.757,##########kd000105,798_6
10,6,370,0,1496,253,5.389,##########kd000105,798_14
14,5,455,228,1276,2050,17.783,##########kd000105,798_16
7,6,532,389,1467,1592,10.017,##########kd000032,799_2
1,9,496,255,1570,1002,8.219,##########kd000032,799_14
3,10,760,337,1852,1871,13.574,##########kd000032,799_21
15,35,630,213,1530,844,9.322,##########kd000069,801_20
23,43,591,152,2259,948,9.488,##########kd000069,801_21
3,4,180,200,625,628,5.064,##########kd000069,801_25
0,2,250,257,442,1218,10.136,##########kd000021,802_3
0,0,186,0,0,3488,22.523,##########kd000021,802_4
0,0,96,0,0,1881,11.447,##########kd000021,802_5
0,14,142,115,301,701,6.112,##########kd000021,802_14
0,6,212,0,131,1657,10.199,##########kd000026,803_6
6,35,413,0,78,522,6.137,##########kd000026,803_7
35,57,991,297,2146,1700,16.683,##########kd000060,804_3
0,12,259,693,1027,633,5.62,##########kd000060,804_18
3,31,292,127,443,563,6.456,##########kd000060,804_20
1,11,133,0,110,659,6.784,##########kd000062,806_5
12,13,482,508,2060,2228,16.738,##########kd000062,806_11
0,0,16,0,0,1144,8.353,##########kd000016,807_5
0,3,34,122,237,1413,7.736,##########kd000016,807_6
10,17,594,158,794,1916,14.146,##########kd000016,807_10
0,9,738,0,1288,2087,19.222,##########kd000016,807_12
11,21,369,80,871,482,5.388,##########kd000074,808_5
3,47,713,529,1500,2105,17.403,##########kd000013,809_2
3,20,432,236,948,2741,18.828,##########kd000013,809_4
2,11,366,0,0,1295,14.389,##########kd000023,810_5
8,5,316,0,270,717,6.96,##########kd000023,810_8
0,3,194,386,528,574,5.755,##########kd000023,810_9
2,5,312,191,360,600,8.68,##########kd000023,810_12
1,12,466,0,0,1151,12.365,##########kd000023,810_13
1,3,118,0,254,1785,9.844,##########kd000023,810_15
9,29,850,164,2213,1679,12.335,##########kd000032,811_4
13,21,1244,550,3624,1760,15.084,##########kd000032,811_13
4,2,124,86,295,2579,14.312,##########kd000030,813_3
5,15,702,86,690,1555,15.202,##########kd000030,813_5
0,7,57,120,173,1146,7.74,##########kd000058,814_5
4,6,391,88,583,1658,14.068,##########kd000058,814_6
1,4,164,0,114,2920,18.636,##########kd000058,814_9
4,0,68,120,252,4077,21.672,##########kd000058,814_10
0,6,70,154,368,1215,5.952,##########kd000104,815_3
0,9,246,0,684,2697,16.448,##########kd000006,816_3
2,4,151,102,400,3565,18.742,##########kd000006,816_5
12,21,800,173,2116,2666,21.441,##########kd000006,816_11
1,2,181,0,195,3078,16.251,##########kd000006,816_12
0,0,96,413,495,3972,22.218,##########kd000006,816_13
0,2,190,0,0,2250,12.595,##########kd000100,817_12
0,0,36,0,0,1515,7.76,##########kd000100,817_13
5,14,282,88,304,680,6.184,##########kd000100,817_16
0,0,223,191,338,1417,10.613,##########kd000081,819_4
0,0,62,0,0,1205,7.866,##########kd000081,819_5
1,0,66,1216,1306,1430,10.165,##########kd000081,819_7
0,0,16,0,0,1927,10.432,##########kd000081,819_8
1,3,213,412,500,2763,17.845,##########kd000081,819_14
11,13,351,566,1101,509,6.384,##########kd000081,819_22
0,0,89,0,0,1258,7.997,##########kd000081,819_23
2,3,361,110,740,1720,13.906,##########kd000024,820_14
0,11,95,0,66,3196,19.806,##########kd000024,820_15
0,1,51,0,0,2138,11.356,##########kd000024,820_16
10,5,266,362,1299,1415,10.105,##########kd000024,820_20
9,3,367,374,723,461,6.521,##########kd000024,820_23
0,6,199,140,420,1297,9.801,##########kd000024,820_24
0,0,149,0,0,2572,13.616,##########kd000119,821_1
1,2,176,0,308,3212,19.456,##########kd000119,821_11
1,4,253,96,437,3117,17.14,##########kd000119,821_16
0,6,212,0,131,1657,10.199,##########kd000026,823_6
6,35,413,0,78,522,6.137,##########kd000026,823_7
3,47,713,529,1500,2105,17.403,##########kd000013,824_2
3,20,432,236,948,2741,18.828,##########kd000013,824_4
9,29,850,164,2213,1679,12.335,##########kd000032,825_4
13,21,1244,550,3624,1760,15.084,##########kd000032,825_13
15,35,630,213,1530,844,9.322,##########kd000069,826_20
23,43,591,152,2259,948,9.488,##########kd000069,826_21
3,4,180,200,625,628,5.064,##########kd000069,826_25
0,2,250,257,442,1218,10.136,##########kd000021,827_3
0,0,186,0,0,3488,22.523,##########kd000021,827_4
0,0,96,0,0,1881,11.447,##########kd000021,827_5
0,14,142,115,301,701,6.112,##########kd000021,827_14
35,57,991,297,2146,1700,16.683,##########kd000060,828_3
0,12,259,693,1027,633,5.62,##########kd000060,828_18
3,31,292,127,443,563,6.456,##########kd000060,828_20
0,6,70,154,368,1215,5.952,##########kd000104,829_3
0,9,246,0,684,2697,16.448,##########kd000006,830_3
2,4,151,102,400,3565,18.742,##########kd000006,830_5
12,21,800,173,2116,2666,21.441,##########kd000006,830_11
1,2,181,0,195,3078,16.251,##########kd000006,830_12
0,0,96,413,495,3972,22.218,##########kd000006,830_13
2,3,361,110,740,1720,13.906,##########kd000024,832_14
0,11,95,0,66,3196,19.806,##########kd000024,832_15
0,1,51,0,0,2138,11.356,##########kd000024,832_16
10,5,266,362,1299,1415,10.105,##########kd000024,832_20
9,3,367,374,723,461,6.521,##########kd000024,832_23
0,6,199,140,420,1297,9.801,##########kd000024,832_24
0,0,223,191,338,1417,10.613,##########kd000081,834_4
0,0,62,0,0,1205,7.866,##########kd000081,834_5
1,0,66,1216,1306,1430,10.165,##########kd000081,834_7
0,0,16,0,0,1927,10.432,##########kd000081,834_8
1,3,213,412,500,2763,17.845,##########kd000081,834_14
11,13,351,566,1101,509,6.384,##########kd000081,834_22
0,0,89,0,0,1258,7.997,##########kd000081,834_23
0,0,149,0,0,2572,13.616,##########kd000119,835_1
1,2,176,0,308,3212,19.456,##########kd000119,835_11
1,4,253,96,437,3117,17.14,##########kd000119,835_16
2,11,366,0,0,1295,14.389,##########kd000023,836_5
8,5,316,0,270,717,6.96,##########kd000023,836_8
0,3,194,386,528,574,5.755,##########kd000023,836_9
2,5,312,191,360,600,8.68,##########kd000023,836_12
1,12,466,0,0,1151,12.365,##########kd000023,836_13
1,3,118,0,254,1785,9.844,##########kd000023,836_15
0,2,190,0,0,2250,12.595,##########kd000100,837_12
0,0,36,0,0,1515,7.76,##########kd000100,837_13
5,14,282,88,304,680,6.184,##########kd000100,837_16
11,21,369,80,871,482,5.388,##########kd000074,838_5
0,7,57,120,173,1146,7.74,##########kd000058,839_5
4,6,391,88,583,1658,14.068,##########kd000058,839_6
1,4,164,0,114,2920,18.636,##########kd000058,839_9
4,0,68,120,252,4077,21.672,##########kd000058,839_10
0,0,16,0,0,1144,8.353,##########kd000016,840_5
0,3,34,122,237,1413,7.736,##########kd000016,840_6
10,17,594,158,794,1916,14.146,##########kd000016,840_10
0,9,738,0,1288,2087,19.222,##########kd000016,840_12
4,2,124,86,295,2579,14.312,##########kd000030,842_3
5,15,702,86,690,1555,15.202,##########kd000030,842_5
1,11,133,0,110,659,6.784,##########kd000062,843_5
12,13,482,508,2060,2228,16.738,##########kd000062,843_11
0,4,29,947,997,2779,17.918,##########kd000109,844_13
0,0,84,0,65,1420,9.482,##########kd000109,844_14
0,11,79,0,0,1205,8.264,##########kd000109,844_16
1,9,111,0,0,1760,11.628,##########kd000097,845_5
7,11,495,76,418,1421,19.561,##########kd000097,845_6
1,16,393,0,0,464,8.712,##########kd000097,845_13
3,21,541,0,0,997,13.214,##########kd000097,845_14
4,19,226,0,259,765,7.38,##########kd000097,845_15
0,2,48,0,0,1259,10.169,##########kd000097,845_17
7,38,353,0,75,564,6.25,##########kd000026,846_10
0,1,91,0,0,2651,13.759,##########kd000090,847_12
10,60,833,553,1654,2076,16.894,##########kd000090,847_14
2,9,378,0,797,2058,15.125,##########kd000090,847_30
0,0,83,0,142,2958,14.451,##########kd000119,848_6
0,0,71,0,0,956,5.855,##########kd000119,848_16
0,0,30,0,0,1570,6.827,##########kd000119,848_18
0,0,86,0,0,1620,11.85,##########kd000119,848_19
0,0,158,0,0,2842,16.831,##########kd000119,848_20
2,0,96,337,837,828,6.332,##########kd000104,849_5
0,0,12,0,0,2315,10.143,##########kd000104,849_6
12,32,735,237,1402,1681,14.977,##########kd000030,850_5
13,8,475,237,1016,895,9.137,##########kd000030,850_8
0,1,167,0,0,880,6.914,##########kd000072,851_2
3,8,213,131,371,1222,9.002,##########kd000072,851_4
0,7,216,0,168,1047,8.441,##########kd000072,851_9
0,0,31,0,0,3155,15.82,##########kd000072,851_11
8,19,437,104,1095,1928,12.898,##########kd000072,851_13
2,8,159,493,776,627,7.73,##########kd000081,852_5
0,0,7,0,0,3194,19.209,##########kd000019,853_3
0,0,16,0,0,2091,12.677,##########kd000019,853_4
14,14,259,174,676,665,7.753,##########kd000019,853_8
0,2,107,0,83,2724,16.232,##########kd000016,855_7
0,0,240,0,238,2694,18.91,##########kd000024,856_9
0,0,0,0,0,2509,13.946,##########kd000024,856_10
0,0,75,0,0,2212,11.593,##########kd000024,856_11
1,9,293,106,492,2706,20.393,##########kd000024,856_17
8,11,84,203,625,3309,16.612,##########kd000058,858_9
14,16,551,237,1450,1655,9.651,##########kd000032,859_3
9,19,893,612,3136,2104,15.996,##########kd000032,859_4
3,2,384,168,1079,776,6.856,##########kd000032,859_11
8,6,486,70,1500,950,6.614,##########kd000032,859_12
2,17,478,172,822,1705,11.715,##########kd000032,859_15
9,17,392,214,1149,588,5.007,##########kd000036,861_6
19,30,605,250,2412,948,9.181,##########kd000036,861_15
12,24,637,270,2038,2085,11.398,##########kd000036,861_23
23,66,1050,243,2898,1419,16.723,##########kd000069,862_6
2,13,248,74,561,955,6.5,##########kd000069,862_11
10,37,530,441,1230,1077,10.319,##########kd000069,862_12
8,17,408,292,1241,514,5.805,##########kd000069,862_14
9,23,472,206,2197,427,7.504,##########kd000069,862_15
15,29,422,65,696,564,5.312,##########kd000060,863_6
29,83,927,716,2299,1502,14.215,##########kd000060,863_7
3,19,278,119,445,626,5.135,##########kd000060,863_14
10,33,458,375,1145,637,6.47,##########kd000060,863_16
2,3,262,0,118,3699,21.664,##########kd000013,865_10
0,15,241,0,95,1778,12.518,##########kd000013,865_11
2,0,96,337,837,828,6.332,##########kd000104,866_5
0,0,12,0,0,2315,10.143,##########kd000104,866_6
0,1,167,0,0,880,6.914,##########kd000072,867_2
3,8,213,131,371,1222,9.002,##########kd000072,867_4
0,7,216,0,168,1047,8.441,##########kd000072,867_9
0,0,31,0,0,3155,15.82,##########kd000072,867_11
8,19,437,104,1095,1928,12.898,##########kd000072,867_13
23,66,1050,243,2898,1419,16.723,##########kd000069,868_6
2,13,248,74,561,955,6.5,##########kd000069,868_11
10,37,530,441,1230,1077,10.319,##########kd000069,868_12
8,17,408,292,1241,514,5.805,##########kd000069,868_14
9,23,472,206,2197,427,7.504,##########kd000069,868_15
0,2,107,0,83,2724,16.232,##########kd000016,870_7
1,9,111,0,0,1760,11.628,##########kd000097,871_5
7,11,495,76,418,1421,19.561,##########kd000097,871_6
1,16,393,0,0,464,8.712,##########kd000097,871_13
3,21,541,0,0,997,13.214,##########kd000097,871_14
4,19,226,0,259,765,7.38,##########kd000097,871_15
0,2,48,0,0,1259,10.169,##########kd000097,871_17
9,17,392,214,1149,588,5.007,##########kd000036,872_6
19,30,605,250,2412,948,9.181,##########kd000036,872_15
12,24,637,270,2038,2085,11.398,##########kd000036,872_23
0,0,240,0,238,2694,18.91,##########kd000024,875_9
